Entity,Relation,Action,Value
fishers,generalizations,ycity,city
lymph_node_neck_cancer,generalizations,nbodypart,bodypart
www_malepornstarsexposed_com,generalizations,ymlconference,mlconference
david_gilliland,generalizations,ysportsteam,sportsteam
your_body_is_a_wonderland,generalizations,ymusicsong,musicsong
milkshakes,generalizations,yfood,food
arkansas_state_university,generalizations,ntrainstation,trainstation
arkansas_state_university,generalizations,-trainstation,trainstation
arkansas_state_university,generalizations,xtrainstation,trainstation
progressive_trance,generalizations,ymusicgenre,musicgenre
islamic_jihad_for_the_liberation_of_palestine,generalizations,yterroristorganization,terroristorganization
caramel_sauce,generalizations,nfungus,fungus
caramel_sauce,generalizations,-fungus,fungus
caramel_sauce,generalizations,xfungus,fungus
caramel_sauce,generalizations,ycondiment,condiment
wyoming_republican_party,generalizations,ypoliticalparty,politicalparty
j_k__rowling,generalizations,nscientist,scientist
j_k__rowling,generalizations,nscientist,scientist
j_k__rowling,generalizations,-scientist,scientist
j_k__rowling,generalizations,xscientist,scientist
aleutian_range,generalizations,nmonarch,monarch
aleutian_range,generalizations,-person,monarch
mazda_mx_5,generalizations,yautomobilemodel,automobilemodel
tub_bass,generalizations,ymusicinstrument,musicinstrument
n1997_grand_prix_performance_numbers,generalizations,nsportsevent,sportsevent
terra_state_community_college,generalizations,ntrainstation,trainstation
terra_state_community_college,generalizations,-trainstation,trainstation
terra_state_community_college,generalizations,xtrainstation,trainstation
syrup,generalizations,ybeverage,beverage
beach_turtle,generalizations,yreptile,reptile
icml,generalizations,ymlconference,mlconference
barn_owl,generalizations,ybird,bird
n1924_summer_olympics,generalizations,yolympics,olympics
earning_model,generalizations,nmlalgorithm,mlalgorithm
earning_model,generalizations,-mlalgorithm,mlalgorithm
earning_model,generalizations,xmlalgorithm,mlalgorithm
earning_model,generalizations,nmlarea,mlarea
earning_model,generalizations,-mlalgorithm,mlarea
earning_model,generalizations,xmlalgorithm,mlarea
die_hard,generalizations,ymovie,movie
pulp_fiction,generalizations,ymovie,movie
pulp_fiction,generalizations,ymovie,movie
jena,generalizations,ycity,city
chang_tseng,generalizations,ypersonasia,personasia
portland_church,generalizations,nreligion,religion
portland_church,generalizations,-religion,religion
portland_church,generalizations,xreligion,religion
nerves_to_vagina,generalizations,ybodypart,bodypart
he_was_the_first_to_find_the_nut,generalizations,nnut,nut
he_was_the_first_to_find_the_nut,generalizations,-nut,nut
he_was_the_first_to_find_the_nut,generalizations,xnut,nut
n1_bromo_3_iodobenzene,generalizations,ychemical,chemical
www_nationalrail_co_uk,generalizations,nmlconference,mlconference
www_nationalrail_co_uk,generalizations,-mlconference,mlconference
www_nationalrail_co_uk,generalizations,xmlconference,mlconference
plastic_wrap,generalizations,yitem,item
ammonium_cupric_sulphate,generalizations,ychemical,chemical
palomar_hotel,generalizations,yhotel,hotel
pichia_fabianii,generalizations,ybacteria,bacteria
diving_lessons,generalizations,nsport,sport
diving_lessons,generalizations,-sport,sport
diving_lessons,generalizations,xsport,sport
ammonium_mercuric_thiocynate,generalizations,ychemical,chemical
assumes_sitting,generalizations,yphysicalaction,physicalaction
fruit_pizza,generalizations,yfood,food
jaw_muscles,generalizations,ymuscle,muscle
robert_hickson,generalizations,npersoncanada,personcanada
robert_hickson,generalizations,-personcanada,personcanada
robert_hickson,generalizations,xpersoncanada,personcanada
machine_evaluation,generalizations,ytool,tool
partidos_pol_ticos_en_italia,generalizations,npoliticalparty,politicalparty
dundee_university,generalizations,yuniversity,university
islamic_republic_of_iran,generalizations,nterroristorganization,terroristorganization
s_1839,generalizations,nyear,year
s_1839,generalizations,-year,year
s_1839,generalizations,xyear,year
pounds,generalizations,ycurrency,currency
boyfriend_model,generalizations,nmlarea,mlarea
boyfriend_model,generalizations,xmlalgorithm,mlarea
boyfriend_model,generalizations,-mlalgorithm,mlarea
boyfriend_model,generalizations,nmlalgorithm,mlalgorithm
boyfriend_model,generalizations,-mlalgorithm,mlalgorithm
boyfriend_model,generalizations,xmlalgorithm,mlalgorithm
toronto_international_film_festival,generalizations,yfilmfestival,filmfestival
n1840_presidential_election,generalizations,yelection,election
july,generalizations,ymonth,month
ken_clarke,generalizations,ypersoneurope,personeurope
reparil,generalizations,ydrug,drug
plymouth_canton_symphony_orchestra,generalizations,nmusician,musician
plymouth_canton_symphony_orchestra,generalizations,-musician,musician
plymouth_canton_symphony_orchestra,generalizations,xmusician,musician
october_21_and_23,generalizations,ydate,date
lancastershire,generalizations,ncounty,county
dish_pan,generalizations,ykitchenitem,kitchenitem
kayak_paddling,generalizations,yhobby,hobby
sectional_sleeper_sofas,generalizations,yhouseholditem,householditem
the_holy_bible,generalizations,ybook,book
rheumatoid_arthritis,generalizations,ydisease,disease
anime,generalizations,ytelevisionshow,televisionshow
easy_zucchini_bread,generalizations,yfood,food
backgammon,generalizations,yboardgame,boardgame
edit,generalizations,nrace,race
edit,generalizations,nboardgame,boardgame
edit,generalizations,-race,boardgame
edit,generalizations,-boardgame,boardgame
edit,generalizations,xrace,boardgame
edit,generalizations,xboardgame,boardgame
machine,generalizations,nagriculturalproduct,agriculturalproduct
machine,generalizations,-agriculturalproduct,agriculturalproduct
machine,generalizations,xagriculturalproduct,agriculturalproduct
www_t_mobile_co_uk,generalizations,nconference,conference
www_t_mobile_co_uk,generalizations,-conference,conference
www_t_mobile_co_uk,generalizations,xconference,conference
quality_rental_apartments,generalizations,ncharactertrait,charactertrait
quality_rental_apartments,generalizations,-charactertrait,charactertrait
quality_rental_apartments,generalizations,xcharactertrait,charactertrait
kkan,generalizations,yradiostation,radiostation
dark_coffee,generalizations,ybeverage,beverage
mckenzie_arena,generalizations,ystadiumoreventvenue,stadiumoreventvenue
langholen_reservoir,generalizations,ylake,lake
lightning_beetles,generalizations,yinsect,insect
the_breast_blog,generalizations,yblog,blog
mallow,generalizations,yplant,plant
radio_staion_from_byu,generalizations,nbedroomitem,bedroomitem
radio_staion_from_byu,generalizations,-bedroomitem,bedroomitem
radio_staion_from_byu,generalizations,xbedroomitem,bedroomitem
art_arlington_transit,generalizations,ytransportation,transportation
popeless,generalizations,nemotion,emotion
popeless,generalizations,-emotion,emotion
popeless,generalizations,xemotion,emotion
stone_mountain,generalizations,ycity,city
tully_police_department,generalizations,ygovernmentorganization,governmentorganization
basemath,generalizations,yfemale,female
nikolsburg,generalizations,ygeopoliticallocation,geopoliticallocation
steve,generalizations,ncoach,coach
salvation_army_new,generalizations,neverypromotedthing,everypromotedthing
salvation_army_new,generalizations,-everypromotedthing,everypromotedthing
salvation_army_new,generalizations,xeverypromotedthing,everypromotedthing
metro_call_a_ride,generalizations,ntransportation,transportation
kansas,generalizations,ycity,city
n1986_st__louis_cardinals_season,generalizations,nsportsgame,sportsgame
hyperlipidema,generalizations,ndisease,disease
east_brother_island,generalizations,yisland,island
scrap_quilting,generalizations,yhobby,hobby
auburn_university,generalizations,yuniversity,university
alfred_taylor,generalizations,nmonarch,monarch
alfred_taylor,generalizations,-monarch,monarch
alfred_taylor,generalizations,xmonarch,monarch
nagaland_democratic_party,generalizations,ypoliticalparty,politicalparty
chips,generalizations,nbeverage,beverage
chips,generalizations,-beverage,beverage
chips,generalizations,xbeverage,beverage
sweet_reasonableness,generalizations,ycharactertrait,charactertrait
desigers,generalizations,yprofession,profession
appetizer,generalizations,nfish,fish
green_bean_casserole_recipe,generalizations,yrecipe,recipe
khong_island,generalizations,ygeopoliticallocation,geopoliticallocation
purity,generalizations,ycharactertrait,charactertrait
financial_forensics,generalizations,yacademicfield,academicfield
sho_engine,generalizations,yautomobileengine,automobileengine
kristina_springer,generalizations,yfemale,female
genus_rhabdochromatium,generalizations,ybacteria,bacteria
trees,generalizations,yplant,plant
ted_bundy,generalizations,ycriminal,criminal
united_states_senate,generalizations,nastronaut,astronaut
united_states_senate,generalizations,-person,astronaut
motorized,generalizations,nautomobilemaker,automobilemaker
settlers_of_catan,generalizations,yboardgame,boardgame
terrorism,generalizations,ysociopolitical,sociopolitical
petroleum,generalizations,ychemical,chemical
cleveland,generalizations,ycity,city
delta,generalizations,nstateorprovince,stateorprovince
risks_of_vascular_surgery,generalizations,nmedicalprocedure,medicalprocedure
risks_of_vascular_surgery,generalizations,-medicalprocedure,medicalprocedure
risks_of_vascular_surgery,generalizations,xmedicalprocedure,medicalprocedure
milk_chocolate,generalizations,nbeverage,beverage
roadside_bombs,generalizations,yweapon,weapon
radio_interface_specification_layer_1,generalizations,nbedroomitem,bedroomitem
radio_interface_specification_layer_1,generalizations,-bedroomitem,bedroomitem
radio_interface_specification_layer_1,generalizations,xbedroomitem,bedroomitem
med_foliage_green,generalizations,ycolor,color
delhi,generalizations,ystateorprovince,stateorprovince
pa,generalizations,ncountry,country
costume_glasses,generalizations,yclothing,clothing
active_learning,generalizations,yacademicfield,academicfield
recordings,generalizations,nrecordlabel,recordlabel
recordings,generalizations,-recordlabel,recordlabel
recordings,generalizations,xrecordlabel,recordlabel
complications_of_gastric_bypass_surgery,generalizations,ymedicalprocedure,medicalprocedure
china_yuan_renminbi,generalizations,ycurrency,currency
electrical_and_computer_engineering,generalizations,yacademicfield,academicfield
calcinosis,generalizations,ydisease,disease
it_systems_administrator,generalizations,yjobposition,jobposition
orthodox_faith,generalizations,yreligion,religion
quality_vapor,generalizations,ncharactertrait,charactertrait
quality_vapor,generalizations,-charactertrait,charactertrait
quality_vapor,generalizations,xcharactertrait,charactertrait
parish,generalizations,ygeopoliticallocation,geopoliticallocation
www_thepensionservice,generalizations,nmlconference,mlconference
www_thepensionservice,generalizations,-mlconference,mlconference
www_thepensionservice,generalizations,xmlconference,mlconference
gun_products,generalizations,nweapon,weapon
www_206_108_49_36,generalizations,nconference,conference
www_206_108_49_36,generalizations,-conference,conference
www_206_108_49_36,generalizations,xconference,conference
beavers,generalizations,yanimal,animal
tournament,generalizations,nsportsgame,sportsgame
n2007_postseason,generalizations,nsportsgame,sportsgame
jerome_chlorine_dioxide_debra,generalizations,nchef,chef
jerome_chlorine_dioxide_debra,generalizations,nchef,chef
wilderness,generalizations,nemotion,emotion
wilderness,generalizations,nemotion,emotion
wilderness,generalizations,nemotion,emotion
wilderness,generalizations,nemotion,emotion
wilderness,generalizations,-emotion,emotion
wilderness,generalizations,xemotion,emotion
n1_4_cup_breadcrumbs,generalizations,ngrain,grain
n1_4_cup_breadcrumbs,generalizations,-grain,grain
n1_4_cup_breadcrumbs,generalizations,xgrain,grain
person_of_interest,generalizations,ytelevisionshow,televisionshow
steven_spielberg,generalizations,ymale,male
steven_spielberg,generalizations,ydirector,director
steven_spielberg,generalizations,npersonafrica,personafrica
steven_spielberg,generalizations,-personafrica,personafrica
steven_spielberg,generalizations,xpersonafrica,personafrica
paper_fasteners,generalizations,yofficeitem,officeitem
kobe_bryant,generalizations,-female,female
kobe_bryant,generalizations,xfemale,female
kobe_bryant,generalizations,-personmexico,personmexico
kobe_bryant,generalizations,xpersonmexico,personmexico
kobe_bryant,generalizations,-coach,coach
kobe_bryant,generalizations,xcoach,coach
traditional_clock,generalizations,nbedroomitem,bedroomitem
pork_barbecue_recipe,generalizations,nmeat,meat
pork_barbecue_recipe,generalizations,-meat,meat
